en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
consulting,poradenských,6,0.5746814193173009,0.0892067479908839,0.8656298569794013,7339,no,215972
focusing,zaměřila,7,0.5876367403802316,0.0772944686207541,0.8837556914543327,5985,no,280834
investigations,vyšetřovatele,8,0.5562772174300611,0.1143289875763124,0.8295139729951859,6571,no,124155
shirt,obléká,5,0.5252391761500068,0.044838355001493,0.921346917653597,7387,no,275639
stan,stan,5,0.4837797197083064,0.0188106568561777,0.962572588467053,6786,yes,3580
diana,renée,7,0.5139234586493595,0.0312089536916642,0.9427497742105628,6547,no,2983
exterior,fasádní,5,0.6406521542398997,0.067540545699003,0.904629706427601,6998,no,169273
demo,studiová,8,0.5695581955042484,0.1246849356387906,0.8204016287010247,6296,no,128035
skiing,lyžích,7,0.6446064287529694,0.1340751392608009,0.8278177566180301,7278,no,114536
lift,závažím,8,0.4909061869405969,0.0157897343372638,0.9688378499328693,5706,no,316751
emerging,inovativních,8,0.4873214538215956,0.0464663136874129,0.912949834155522,6003,no,283499
formats,kodek,9,0.5948090843268533,0.1418440698897096,0.8074479569145916,6415,no,163655
leicester,leicester,1,0.6484150225030292,0.0305857438317402,0.9549547727363528,6987,yes,1493
plateau,úbočí,7,0.5822114042965094,0.0402651656845128,0.9353145682483432,6991,no,35516
thesis,dizertace,5,0.5992027457360959,0.0806972213836315,0.8813101554843565,6026,no,119092
requiring,nutné,3,0.6376205357164293,0.0115263983687445,0.9822437760027498,5759,no,225178
portraits,portrétech,5,0.7081632331292597,0.0850246692126218,0.892806396868148,6730,no,59414
eugene,pierson,3,0.4495070227470508,0.0477991883839779,0.9038837896770529,5795,no,7147
eating,konzumace,3,0.5916199958190183,0.0456933717501055,0.9283031330028556,5652,no,879297
julius,manlius,4,0.541964525686879,0.1563156125916676,0.7761419750860611,6696,no,862
bruno,maurizio,6,0.5363998674266696,0.112811446059473,0.8262330866452453,6941,no,2193
dos,unixware,9,0.5039293561096354,0.2316699853309931,0.6850595531022622,5810,no,17467
connects,přemosťuje,4,0.6820134800400992,0.046687716861546,0.9359302316778716,6089,no,104273
revolt,povstáním,5,0.6318379288482076,0.0705431199374315,0.8995657413317244,6820,no,34363
advertisement,reklamu,0,0.6693320608579818,0.0,1.0,6935,no,112230
ignore,vnucovat,1,0.6725370560598417,0.0547940530469589,0.9246642246414444,6191,no,268802
sofia,sofie,3,0.52404474092799,0.031566744592975,0.9431855794640804,6673,yes,1029
ludwig,ernst,7,0.607124888320256,0.1245992003828779,0.8297183292083352,6456,no,833
playwright,překladatel,7,0.6615384932531363,0.1297942562361488,0.8359801786038602,6597,no,20874
tissue,mezenchymální,5,0.7090324235161065,0.0994208509745755,0.8770233801858125,6281,no,345666
marsh,aquaticus,9,0.437341235581389,0.0306777814039911,0.9344518485560824,6286,no,17766
hopefully,#myslím,4,0.682759972073983,0.0383518030298564,0.9468157304402168,6765,no,274720
ulster,ulsterské,2,0.5262392061809812,0.0267131461382199,0.9516899674516632,6725,no,557
tubes,trubice,8,0.5475714245870102,0.0298993845093702,0.9482235568648804,7382,yes,102654
logos,licence,3,0.4201371960778336,0.1472384483808546,0.7404921240118981,6381,no,64607
denis,malraux,5,0.4877837716159743,0.1326272074105667,0.7862268530149705,5642,no,439
tobacco,tabákem,4,0.5878334517139938,0.0656168601266822,0.8995840097744404,6534,no,212721
counted,započítáno,3,0.5324494327870855,0.0195832500214081,0.964525198178888,7197,no,108524
modes,modemy,6,0.4909186020305918,0.0480312163923746,0.9108799840903188,6358,no,127220
jorge,andrés,0,0.6811577606368884,0.0,1.0,6865,no,529
orlando,jose,8,0.4863504978393435,0.0576884885885665,0.8939625835138365,5853,no,19460
discusses,popisuje,0,0.6068793634531848,0.0,1.0,7113,no,126888
surrey,cambridgeshire,1,0.6138683068683934,0.002196242968541,0.9964350440726992,5818,no,2459
darwin,huxley,8,0.5150315223190824,0.121112210999576,0.8096150214861768,7311,no,2059
aberdeen,manchesteru,9,0.5321764968385398,0.078209878963667,0.8718682426997508,7347,no,1138
ion,ionty,3,0.5532120052733477,0.036145544511205,0.9386695826253206,6832,no,47695
holmes,bradshaw,4,0.5302040840284173,0.0190835418038887,0.9652576520816896,5806,no,4121
reactions,reakcích,2,0.6923651509543265,0.0862054880850655,0.8892772424716314,6144,no,205489
kosovo,albánie,4,0.6590853621342176,0.0138095039311377,0.9794774717009112,6694,no,455
jamie,jeff,4,0.586761365871343,0.0677545529465545,0.8964814284900449,5899,no,3726
ruins,zřícenina,6,0.606906617280752,0.0994604794695321,0.8591943481978273,6048,no,75473
misleading,nesmyslné,2,0.6151897253124317,0.0106590226509672,0.9829686922189216,7366,no,91104
cheese,jehněčí,5,0.5895849213088749,0.0212091117901044,0.9652761640736796,7312,no,287661
prussia,kurfiřtství,5,0.670529380554691,0.1181190886868949,0.8502259329806527,6530,no,302
decorated,zdobené,7,0.6177841361683593,0.0608395019135806,0.9103486844555884,5900,no,124112
zhang,čang,0,0.8046880154790791,0.0,1.0,5838,no,4199
licensing,licencích,6,0.5662535050709707,0.1005868417345094,0.8491590345179713,6844,no,130623
propulsion,pohony,3,0.6555183733727462,0.0361796789070142,0.9476944039559312,6621,no,19394
personalities,osobnostech,4,0.568815431758755,0.0514372967201859,0.9170704224932202,6548,no,95186
refuge,útočištěm,1,0.5460634678483625,0.0709162643488394,0.8850590049428514,6712,no,63945
rely,spoléhalo,5,0.5441358261622228,0.0921836967058052,0.8551298626037535,7406,no,346989
meter,stometrové,1,0.5830286536029223,0.0073603627267753,0.9875330290313784,5737,no,133390
uprising,vypuklo,4,0.6142135518607488,0.1362486165175338,0.8184470553499567,6611,no,33232
pastor,pastor,4,0.5796510476294882,0.0353960121395813,0.9424499124459332,6672,yes,103447
zagreb,bělehradě,7,0.612020248000633,0.0820032878642547,0.881843649924548,7378,no,599
spa,lázeňského,4,0.4023060618466449,0.0338807270481418,0.9223251874867896,7100,no,165022
girlfriend,kamarádky,8,0.6728206472174593,0.0314353552656562,0.955363738250268,5970,no,208460
generations,potomků,6,0.5266102744888237,0.1704711791617881,0.7554501295809385,5992,no,242446
zimbabwe,jihoafricko,6,0.5427161376936516,0.0191303195561561,0.9659509830322728,6521,no,1329
iso,iso,0,0.7204463782901842,0.0,1.0,6351,yes,9651
classics,klasiku,1,0.5434553217783705,0.0306028121069368,0.9466903954486062,6695,yes,65564
dragons,příšerami,5,0.431474654835363,0.0383696188880706,0.9183354548859388,6482,no,31852
hostile,nepřátelských,8,0.5472011235353861,0.0599510935243361,0.9012585446617268,7384,no,86068
loved,zamilované,8,0.562557772962978,0.086194203161201,0.8671384345121402,6254,no,845888
prohibited,zakázáno,0,0.7390474053704418,0.0,1.0,7090,yes,108953
everybody,vždycky,2,0.5862449979779758,0.0230410968360079,0.9621834520234004,6339,no,424749
breast,hemoroidy,1,0.5834183962404177,0.040587529190606,0.934956500352828,7144,no,454167
buddhism,buddhistických,7,0.6707180735494884,0.0666114881327897,0.9096584599418336,6387,no,2144
foods,potravina,5,0.5772982264397455,0.0354445374838134,0.9421542944761152,6072,no,805974
requiring,vyžadovalo,4,0.6373223260485454,0.0118246080366284,0.9817843889946232,5759,no,225178
midnight,odpoledne,3,0.5746052402363454,0.0348241316406516,0.9428578056003504,5942,no,115301
ers,broncos,5,0.4992333207561243,0.0487391467360801,0.9110554824786458,7342,no,54763
certification,certifikace,0,0.6883869599511534,0.0,1.0,7085,yes,282150
engagement,příměří,1,0.4364323319989222,0.0038489272247212,0.9912580262182674,6171,no,320046
throwing,kopnutí,3,0.5245215619380912,0.0191676202925382,0.964745260860446,6944,no,201749
complaint,stížnostech,8,0.5616513512745326,0.0625174544131496,0.8998388675571978,5962,no,242782
slavery,vykořisťování,9,0.5247559581555576,0.1233184455532764,0.8097156054188482,5903,no,92619
disk,disketu,7,0.6362517677291778,0.1110815910919688,0.8513627288534392,5729,no,242281
ahmed,abdulláh,2,0.5607233657833927,0.0093356497531987,0.9836233626716504,6038,no,1089
sudden,náhlé,0,0.6382782729044059,0.0,1.0,7275,yes,259275
monks,mnichy,1,0.7165888791376563,0.0435144069507055,0.9427519815436676,6971,yes,48106
optical,laserový,4,0.6272672586645263,0.074827237137697,0.8934228403938728,5885,no,124269
translations,přebásnil,8,0.6678275596240663,0.140545119384169,0.8261382119487276,6520,no,54740
bonds,karboxylové,9,0.4814481591367072,0.021813503611668,0.9566557414833832,7044,no,217570
milton,oxley,4,0.4865692723171365,0.0541653280053359,0.8998301052438037,6182,no,2018
mascot,ragbyový,7,0.4322007752303718,0.2180492078656506,0.6646686450840688,6788,no,21981
pregnant,těhotná,0,0.734147984513969,0.0,1.0,6768,yes,379625
treasury,ministru,6,0.5169343337061301,0.0536809083678122,0.905924510230913,6847,no,37539
toll,silnice,5,0.4268277504214527,0.0552045461174189,0.8854754203944358,6399,no,122745
michelle,jacqueline,9,0.5656971529168949,0.0611233638096985,0.9024866573785756,7062,no,7089
terrain,členitostí,7,0.5619499686380673,0.1412111639797528,0.7991766645945951,7203,no,123228
copenhagen,helsingborg,7,0.5995421939429081,0.0718351176101416,0.8930033583589971,5717,no,922
antarctica,antarktidu,3,0.6214805037679065,0.0253071050780335,0.9608726191845436,5767,no,1133
kills,zabíjí,2,0.6647120834939022,0.0857061917915406,0.8857887732559021,5756,yes,89966
mess,opravdu,9,0.5061524819319974,0.0440719517619963,0.9199018635611758,6795,no,244829
incomplete,neúplná,7,0.4872811537253081,0.0578833377334135,0.8938240867842796,6246,yes,78064
substantially,podstatně,0,0.6886548329117548,0.0,1.0,7330,yes,185498
jennifer,jennie,1,0.6347517664800765,0.0567446881792604,0.9179392926790702,5745,no,10140
intensity,intenzit,4,0.63673129064081,0.0447975366145807,0.934269050958583,6997,no,195730
forwards,brankář,6,0.4844467230689693,0.079243378648375,0.8594203119640539,7006,no,51320
slam,grandslamovou,0,0.5743653717148423,0.0,1.0,7036,no,33767
colombian,kolumbijského,8,0.6415234073936174,0.0523814038952584,0.9245121188914024,7260,no,700
mayors,zastupitelů,3,0.5071642307866404,0.1167064358173289,0.8129316826953594,6222,no,12635
vandal,vandalizace,2,0.6485117058311595,0.0430990301601341,0.9376831099963192,7210,no,1865
baroque,baroku,7,0.7046956696220734,0.0568368896615645,0.9253651219915928,6350,no,12336
servant,voják,7,0.5128540054134075,0.0741168395782371,0.8737299472186014,6359,no,89915
rotation,ekliptiky,8,0.5069219036536265,0.1091825398832735,0.8227856639752764,6689,no,112783
wheels,podvozky,5,0.5801251854153813,0.0281260395018202,0.953759173266525,5920,no,219741
conventions,konvenci,1,0.5352981418498239,0.0272086694757304,0.951629617761227,6714,no,67831
thomson,leacock,7,0.4943360171643913,0.0299812091371263,0.94281856930658,7372,no,1601
entrepreneur,podnikatelský,9,0.5499892209503505,0.199893935194964,0.7334332241538868,6804,no,108276
separately,samostatnými,2,0.5408534004671812,0.0685230661833729,0.8875521620321001,6516,no,145540
refugees,uprchlíků,0,0.7162375930591395,0.0,1.0,6266,yes,90529
troy,darryl,7,0.4642583379124758,0.028102908836331,0.9429221754922792,6830,no,7403
mechanics,fyzikální,6,0.5672476730913323,0.0401213776426649,0.9339423409965014,5907,no,100360
leicester,doncaster,8,0.6014630380096376,0.0775377283251318,0.8858061254574443,6987,no,1493
demonstration,demonstrující,6,0.508185403489738,0.073847519833795,0.8731214045210539,7073,no,153964
prizes,laureáty,4,0.5813840302940494,0.0336553009379496,0.9452794329908398,7385,no,140726
skull,lebky,0,0.6631789928802656,0.0,1.0,6961,yes,71525
dinner,večeří,4,0.6151753163327616,0.0237600559544056,0.9628130527985124,6185,no,619310
interim,prozatímní,3,0.5025283202368273,0.0600613689647989,0.893241255363154,6463,yes,93509
boulevard,ulice,4,0.6143944795955136,0.0295401118572917,0.9541256018089582,5762,no,9240
prof,rektor,5,0.5198413023655586,0.1594686553185188,0.7652490538160461,6959,no,7257
powell,hampson,3,0.5550435995464499,0.0086733738184707,0.9846139565982944,5755,no,1410
savage,coogan,5,0.4882988267661382,0.0562059796710533,0.8967759714761366,7404,no,31781
trainer,trenérský,3,0.4810669545095281,0.0368118975980098,0.9289179362157738,6877,no,182315
parishes,římskokatolických,9,0.6137363561371247,0.1533228123847887,0.8001160553491141,6124,no,23313
stability,stabilitě,4,0.6410892884131599,0.0647064670363891,0.9083212579038888,6370,no,288878
proximity,těsné,4,0.4603767307971392,0.0798473922832405,0.8521958037935302,6978,no,102062
flew,vzlétl,9,0.6804310920712999,0.0252575613841334,0.9642086332825972,5741,no,115830
precisely,objektivně,3,0.5897195093050724,0.0570982522371776,0.9117243594222976,7086,no,342738
highland,morayshire,7,0.4486592094283818,0.0363283362573524,0.9250942903987628,6787,no,7166
insert,vkládáte,5,0.5541266341826465,0.1162335796772696,0.8266102652363573,7316,no,147613
licensing,licenci,2,0.5997995467152473,0.0670408000902329,0.8994649912660594,6844,no,130623
lat,baumanis,8,0.4089242689095472,0.1377178176302046,0.7480658349927658,6116,no,7774
logical,nelogické,8,0.5691624850124346,0.1010811468379186,0.8491874565687969,6450,no,191562
heath,ellwood,6,0.4953432459084475,0.0202559221421645,0.9607138191887536,6767,no,15116
lighting,osvětlovač,4,0.5987846108264421,0.1290541744227151,0.8226885169652828,5744,no,426040
rebel,povstalec,4,0.5689528616723222,0.0131710853840977,0.9773740876823588,5777,no,52615
sailed,odplula,3,0.7656893631891587,0.0085760255066932,0.988923661535306,5927,no,39406
succeed,rezignovat,4,0.5045337229027547,0.0217312521727184,0.9587066341065128,6913,no,293207
reactions,reakcí,0,0.778570639039392,0.0,1.0,6144,no,205489
della,della,0,0.7857820083990681,0.0,1.0,7070,yes,11238
dirty,filthy,8,0.4572605251363761,0.0974245046373453,0.8243606742423015,6917,no,231623
tang,tchang,1,0.7207475019441092,0.0185517642549311,0.9749062861237354,5974,no,9674
fusion,fúzi,5,0.4899442966572527,0.039800596196011,0.924868372054253,6203,no,76200
indie,rockové,4,0.6087354516983543,0.010640068556281,0.9828212962761156,5656,no,56438
cheese,těstoviny,3,0.5913938397565379,0.0194001933424413,0.9682377490755586,7312,no,287661
rochester,minneapolis,7,0.5717964320444566,0.0471615886079633,0.9238048671568192,6050,no,4242
fossil,paleocénu,7,0.5720568471713878,0.0804802796811181,0.8766655928539845,5972,no,100663
bonds,navázány,2,0.4915697715969215,0.0116918911514537,0.9767677691012606,7044,no,217570
passion,vášní,2,0.5026287613026581,0.0309998918281301,0.9419073701416624,5848,no,412537
dialect,nářečích,9,0.5940563795181302,0.0756462454270427,0.887045021761359,5852,no,28135
automated,automatické,3,0.5713540075791976,0.0256468238645002,0.9570405558691104,6692,no,168907
boom,suburbanizace,7,0.4188169613589483,0.1319140707227088,0.7604746000527716,6505,no,114183
newman,cockrell,6,0.5545039585399897,0.0221340270606167,0.961615385019142,7122,no,1632
enabled,umožňoval,1,0.6769922910879518,0.0200101990192053,0.9712910652354644,6263,no,207899
rivals,konkurenty,9,0.515749034872941,0.1163312993184031,0.8159548825906247,6486,no,86609
cooking,kuchyně,4,0.600148593824016,0.0667167752547309,0.8999546559946604,6874,no,459708
graduates,absolvent,6,0.6311222593294274,0.0951686094522262,0.8689662591905214,7211,no,155458
diet,vegetariánů,9,0.4914211140967296,0.0533819412847689,0.9020160757957052,5845,no,1259119
henri,henri,0,0.7612492791304067,0.0,1.0,5858,yes,666
dimension,dimenzí,5,0.5677225858181919,0.0444924981493582,0.9273253807125788,6907,no,163471
jail,odpykat,8,0.5921771052695481,0.1348301077665277,0.8145408940257143,5801,no,188390
hey,„have,6,0.5240939019351446,0.0156458639059647,0.9710122082971172,6294,no,138190
swing,soulový,5,0.4515853388701057,0.0347062521503872,0.9286307787524036,5829,no,239478
fringe,pseudovědy,0,0.519228112440179,0.0,1.0,5847,no,46715
nato,protiponorkový,8,0.5133235016780384,0.1291377228022132,0.7989953044922126,6094,no,1466
jungle,pralesy,5,0.5254278665021715,0.0341647665720358,0.9389470758677676,7212,no,76476
marble,polychromovaná,8,0.5878716109100812,0.0576913817987578,0.9106340009412872,6901,no,78932
potter,darrell,9,0.4511275723617737,0.0489280277157168,0.9021548249671942,6324,no,15429
neat,palomar,2,0.550314345088692,0.0116218150369574,0.9793182644904738,5732,no,132934
thesis,disertační,2,0.6742882586633895,0.0056117084563379,0.9917462733817874,6026,no,119092
hayes,mcglynn,8,0.5822247073336435,0.0533042485300379,0.916126168543182,6918,no,1230
johns,cornell,4,0.5015368748028561,0.0264965617350738,0.9498202956449132,7177,no,4604
deeply,objímají,5,0.5008360248997852,0.198515627844624,0.7161433349508717,6238,no,306771
copyvio,copyvia,4,0.6082167611364339,0.0184168656490962,0.9706098350585332,6326,no,13
busy,postaráno,9,0.4478205677218388,0.048852692277605,0.901640180351848,6550,no,607913
circular,kruhovým,6,0.578863422462518,0.04926503041576,0.9215685419279886,5904,no,101655
betty,hathawayová,8,0.5539510628477267,0.0327025467094933,0.9442557819866212,6440,no,3717
manufacture,vyrábět,5,0.6794788618136525,0.1021621798345544,0.8692978306012051,7252,no,157456
ahmad,saíd,3,0.5826963129001339,0.0194498477946434,0.9676991251223764,6299,no,716
succeed,sesadit,6,0.4968318311047954,0.0294331439706776,0.9440716267191132,6913,no,293207
consequences,dopady,4,0.6550399337913165,0.1295962198910932,0.8348327192382359,6129,no,373148
speaks,promlouvá,1,0.5929104361396569,0.0469624618992123,0.9266065775826005,6243,no,217215
somehow,přece,6,0.6235907423236877,0.047667395106294,0.928987981749024,5804,no,341049
lens,zaostření,2,0.5459636665778641,0.0135691477562043,0.975749147487706,6489,no,262820
physically,fyzického,7,0.4840886169331859,0.1835899941788513,0.7250323866551946,7142,no,258495
documentation,dokumentační,3,0.5891549116799524,0.1125998477091901,0.8395453023970865,6105,no,254949
